Datetime,Open,High,Low,Close,Adj Close,Volume,return,state,prev_state,two_prev_state,signal,strategy_return,cumulative_strategy_return,cumulative_btc_return
2024-11-20 01:19:00+00:00,92041.0390625,92041.0390625,92041.0390625,92041.0390625,92041.0390625,0,-0.0007325768094528229,slight_down,slight_down,slight_down,Hold,0.0,1.0,0.9971442219945266
2024-11-20 01:20:00+00:00,92047.5390625,92047.5390625,92047.5390625,92047.5390625,92047.5390625,4784128,7.062067167229458e-05,slight_up,slight_down,slight_down,Hold,0.0,1.0,0.997214640989238
2024-11-20 01:21:00+00:00,92089.3515625,92089.3515625,92089.3515625,92089.3515625,92089.3515625,0,0.00045424897206225445,slight_up,slight_up,slight_down,Hold,0.0,1.0,0.9976676247148327
2024-11-20 01:22:00+00:00,92072.578125,92072.578125,92072.578125,92072.578125,92072.578125,0,-0.00018214307317188094,slight_down,slight_up,slight_up,Hold,0.0,1.0,0.9974859064676631
2024-11-20 01:23:00+00:00,92022.6484375,92022.6484375,92022.6484375,92022.6484375,92022.6484375,8052736,-0.0005422861889694541,slight_down,slight_down,slight_up,Hold,0.0,1.0,0.996944983636894
2024-11-20 01:24:00+00:00,91947.328125,91947.328125,91947.328125,91947.328125,91947.328125,2875392,-0.0008184975522754767,slight_down,slight_down,slight_down,Hold,0.0,1.0,0.9961289866080338
2024-11-20 01:26:00+00:00,91916.2421875,91916.2421875,91916.2421875,91916.2421875,91916.2421875,0,-0.0003380841850862959,slight_down,slight_down,slight_down,Hold,0.0,1.0,0.9957922111513556
2024-11-20 01:27:00+00:00,92044.9375,92044.9375,92044.9375,92044.9375,92044.9375,19324928,0.001400136792336193,moderate_up,slight_down,slight_down,Hold,0.0,1.0,0.9971864564637104
2024-11-20 01:28:00+00:00,91974.9453125,91974.9453125,91974.9453125,91974.9453125,91974.9453125,14622720,-0.0007604132220743187,slight_down,moderate_up,slight_down,Sell,0.0007604132220743187,1.0007604132220744,0.996428182697342
2024-11-20 01:29:00+00:00,91980.78125,91980.78125,91980.78125,91980.78125,91980.78125,53895168,6.345138320185129e-05,slight_up,slight_down,moderate_up,Hold,0.0,1.0007604132220744,0.9964914074437955
2024-11-20 01:30:00+00:00,91980.546875,91980.546875,91980.546875,91980.546875,91980.546875,22110208,-2.5480866417959547e-06,slight_down,slight_up,slight_down,Hold,0.0,1.0007604132220744,0.9964888682973515
2024-11-20 01:31:00+00:00,91974.578125,91974.578125,91974.578125,91974.578125,91974.578125,11108352,-6.489143849197632e-05,slight_down,slight_down,slight_up,Hold,0.0,1.0007604132220744,0.9964242047012465
2024-11-20 01:32:00+00:00,91965.4765625,91965.4765625,91965.4765625,91965.4765625,91965.4765625,44146688,-9.895737154275164e-05,slight_down,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9963256011810077
2024-11-20 01:33:00+00:00,91997.796875,91997.796875,91997.796875,91997.796875,91997.796875,2195456,0.0003514396239554518,slight_up,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9966757494756239
2024-11-20 01:34:00+00:00,92053.34375,92053.34375,92053.34375,92053.34375,92053.34375,7143424,0.0006037848392768108,slight_up,slight_up,slight_down,Hold,0.0,1.0007604132220744,0.9972775271828321
2024-11-20 01:35:00+00:00,92111.75,92111.75,92111.75,92111.75,92111.75,36233216,0.0006344826556070604,slight_up,slight_up,slight_up,Hold,0.0,1.0007604132220744,0.9979102824766564
2024-11-20 01:36:00+00:00,92131.7265625,92131.7265625,92131.7265625,92131.7265625,92131.7265625,15548416,0.00021687311879325932,slight_up,slight_up,slight_up,Hold,0.0,1.0007604132220744,0.9981267023918929
2024-11-20 01:38:00+00:00,92209.375,92209.375,92209.375,92209.375,92209.375,124674048,0.0008427980284004821,slight_up,slight_up,slight_up,Hold,0.0,1.0007604132220744,0.9989679216087627
2024-11-20 01:39:00+00:00,92220.21875,92220.21875,92220.21875,92220.21875,92220.21875,7553024,0.00011759921374587812,slight_up,slight_up,slight_up,Hold,0.0,1.0007604132220744,0.9990853994509012
2024-11-20 01:40:00+00:00,92187.8671875,92187.8671875,92187.8671875,92187.8671875,92187.8671875,0,-0.00035080769638706766,slight_down,slight_up,slight_up,Hold,0.0,1.0007604132220744,0.998734912603426
2024-11-20 01:41:00+00:00,92150.1328125,92150.1328125,92150.1328125,92150.1328125,92150.1328125,32972800,-0.0004093204035543474,slight_down,slight_down,slight_up,Hold,0.0,1.0007604132220744,0.9983261100259553
2024-11-20 01:42:00+00:00,92137.4453125,92137.4453125,92137.4453125,92137.4453125,92137.4453125,2580480,-0.00013768292690163886,slight_down,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9981886575651245
2024-11-20 01:43:00+00:00,92115.984375,92115.984375,92115.984375,92115.984375,92115.984375,1236992,-0.00023292307950595337,slight_down,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9979561563890765
2024-11-20 01:44:00+00:00,92041.7265625,92041.7265625,92041.7265625,92041.7265625,92041.7265625,14721024,-0.0008061338431525344,slight_down,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9971516701574289
2024-11-20 01:45:00+00:00,91949.25,91949.25,91949.25,91949.25,91949.25,0,-0.0010047243348613177,moderate_down,slight_down,slight_down,Hold,0.0,1.0007604132220744,0.9961498076088742
2024-11-20 01:47:00+00:00,92003.875,92003.875,92003.875,92003.875,92003.875,0,0.0005940777113462303,slight_up,moderate_down,slight_down,Buy,0.0005940777113462303,1.0013549426779673,0.9967415980067365
2024-11-20 01:48:00+00:00,91948.46875,91948.46875,91948.46875,91948.46875,91948.46875,0,-0.0006022164827296228,slight_down,slight_up,moderate_down,Hold,0.0,1.0013549426779673,0.9961413437873945
2024-11-20 01:50:00+00:00,91927.1484375,91927.1484375,91927.1484375,91927.1484375,91927.1484375,7970816,-0.00023187240407418486,slight_down,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9959103660992128
2024-11-20 01:51:00+00:00,91980.84375,91980.84375,91980.84375,91980.84375,91980.84375,49553408,0.0005841072350514231,slight_up,slight_down,slight_down,Hold,0.0,1.0013549426779673,0.9964920845495141
2024-11-20 01:52:00+00:00,92046.6796875,92046.6796875,92046.6796875,92046.6796875,92046.6796875,475136,0.0007157570513154354,slight_up,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9972053307856105
2024-11-20 01:53:00+00:00,92074.3828125,92074.3828125,92074.3828125,92074.3828125,92074.3828125,5234688,0.0003009682162795624,slight_up,slight_up,slight_up,Hold,0.0,1.0013549426779673,0.9975054578952814
2024-11-20 01:54:00+00:00,91990.1484375,91990.1484375,91990.1484375,91990.1484375,91990.1484375,37584896,-0.0009148513671988212,slight_down,slight_up,slight_up,Hold,0.0,1.0013549426779673,0.9965928886633376
2024-11-20 01:55:00+00:00,91987.8203125,91987.8203125,91987.8203125,91987.8203125,91987.8203125,10518528,-2.5308416602642936e-05,slight_down,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9965676664753281
2024-11-20 01:56:00+00:00,92018.40625,92018.40625,92018.40625,92018.40625,92018.40625,8822784,0.0003324998613523089,slight_up,slight_down,slight_down,Hold,0.0,1.0013549426779673,0.9968990250862594
2024-11-20 01:57:00+00:00,92034.6953125,92034.6953125,92034.6953125,92034.6953125,92034.6953125,21921792,0.0001770196112258482,slight_up,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9970754957641116
2024-11-20 01:58:00+00:00,92023.984375,92023.984375,92023.984375,92023.984375,92023.984375,23560192,-0.00011637934437258579,slight_down,slight_up,slight_up,Hold,0.0,1.0013549426779673,0.9969594567716246
2024-11-20 01:59:00+00:00,92077.5703125,92077.5703125,92077.5703125,92077.5703125,92077.5703125,12222464,0.0005823040358874376,slight_up,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9975399902869189
2024-11-20 02:00:00+00:00,92088.2578125,92088.2578125,92088.2578125,92088.2578125,92088.2578125,30146560,0.00011607061267726593,slight_up,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9976557753647616
2024-11-20 02:02:00+00:00,92006.421875,92006.421875,92006.421875,92006.421875,92006.421875,7348224,-0.0008886685386819693,slight_down,slight_up,slight_up,Hold,0.0,1.0013549426779673,0.9967691900647605
2024-11-20 02:03:00+00:00,92054.203125,92054.203125,92054.203125,92054.203125,92054.203125,0,0.0005193251625947859,slight_up,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9972868373864604
2024-11-20 02:04:00+00:00,91982.2578125,91982.2578125,91982.2578125,91982.2578125,91982.2578125,1794048,-0.0007815538026254565,slight_down,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9965074040663927
2024-11-20 02:05:00+00:00,91982.7890625,91982.7890625,91982.7890625,91982.7890625,91982.7890625,38838272,5.77557033976106e-06,slight_up,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.996513159464999
2024-11-20 02:06:00+00:00,91952.9921875,91952.9921875,91952.9921875,91952.9921875,91952.9921875,0,-0.00032393967723409745,slight_down,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9961903493137624
2024-11-20 02:07:00+00:00,91901.3671875,91901.3671875,91901.3671875,91901.3671875,91901.3671875,638976,-0.0005614281685878408,slight_down,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9956310599903823
2024-11-20 02:08:00+00:00,91904.9296875,91904.9296875,91904.9296875,91904.9296875,91904.9296875,7979008,3.8764385221101705e-05,slight_up,slight_down,slight_down,Hold,0.0,1.0013549426779673,0.9956696550163299
2024-11-20 02:09:00+00:00,91833.734375,91833.734375,91833.734375,91833.734375,91833.734375,9830400,-0.000774662607784804,slight_down,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9948983469648828
2024-11-20 02:10:00+00:00,91849.140625,91849.140625,91849.140625,91849.140625,91849.140625,4464640,0.00016776242526628238,slight_up,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9950652535244631
2024-11-20 02:11:00+00:00,91833.0,91833.0,91833.0,91833.0,91833.0,39993344,-0.00017572973345392207,slight_down,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9948903909726919
2024-11-20 02:12:00+00:00,91803.0703125,91803.0703125,91803.0703125,91803.0703125,91803.0703125,0,-0.000325914295514651,slight_down,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.9945661419718038
2024-11-20 02:14:00+00:00,91751.1953125,91751.1953125,91751.1953125,91751.1953125,91751.1953125,61423616,-0.0005650682468834045,slight_down,slight_down,slight_down,Hold,0.0,1.0013549426779673,0.9940041442255502
2024-11-20 02:15:00+00:00,91811.375,91811.375,91811.375,91811.375,91811.375,11935744,0.0006559008555151458,slight_up,slight_down,slight_down,Hold,0.0,1.0013549426779673,0.9946561123941333
2024-11-20 02:16:00+00:00,91777.0390625,91777.0390625,91777.0390625,91777.0390625,91777.0390625,10018816,-0.0003739834797158448,slight_down,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9942841274400995
2024-11-20 02:17:00+00:00,91822.9453125,91822.9453125,91822.9453125,91822.9453125,91822.9453125,0,0.0005001931906818413,slight_up,slight_down,slight_up,Hold,0.0,1.0013549426779673,0.994781461590248
2024-11-20 02:18:00+00:00,91924.3046875,91924.3046875,91924.3046875,91924.3046875,91924.3046875,30720000,0.0011038567174581626,moderate_up,slight_up,slight_down,Hold,0.0,1.0013549426779673,0.9958795577890273
2024-11-20 02:19:00+00:00,91900.1796875,91900.1796875,91900.1796875,91900.1796875,91900.1796875,819200,-0.00026244419342646985,slight_down,moderate_up,slight_up,Sell,0.00026244419342646985,1.001617742468232,0.9956181949817334
2024-11-20 02:20:00+00:00,91967.75,91967.75,91967.75,91967.75,91967.75,55803904,0.0007352576755537132,slight_up,slight_down,moderate_up,Hold,0.0,1.001617742468232,0.9963502309015146
2024-11-20 02:21:00+00:00,91955.8046875,91955.8046875,91955.8046875,91955.8046875,91955.8046875,14671872,-0.00012988588391038558,slight_down,slight_up,slight_down,Hold,0.0,1.001617742468232,0.9962208190710897
2024-11-20 02:22:00+00:00,92016.21875,92016.21875,92016.21875,92016.21875,92016.21875,0,0.000656990199860763,slight_up,slight_down,slight_up,Hold,0.0,1.001617742468232,0.9968753263861166
2024-11-20 02:23:00+00:00,92006.4375,92006.4375,92006.4375,92006.4375,92006.4375,5595136,-0.00010629919521665254,slight_down,slight_up,slight_down,Hold,0.0,1.001617742468232,0.9967693593411905
2024-11-20 02:24:00+00:00,92029.265625,92029.265625,92029.265625,92029.265625,92029.265625,0,0.00024811443221017804,slight_up,slight_down,slight_up,Hold,0.0,1.001617742468232,0.9970166722048279
2024-11-20 02:26:00+00:00,92054.0625,92054.0625,92054.0625,92054.0625,92054.0625,0,0.0002694455381295757,slight_up,slight_up,slight_down,Hold,0.0,1.001617742468232,0.9972853138985943
2024-11-20 02:27:00+00:00,92115.359375,92115.359375,92115.359375,92115.359375,92115.359375,327680,0.0006658790859990216,slight_up,slight_up,slight_up,Hold,0.0,1.001617742468232,0.9979493853318934
2024-11-20 02:28:00+00:00,92108.515625,92108.515625,92108.515625,92108.515625,92108.515625,0,-7.429542745573947e-05,slight_down,slight_up,slight_up,Hold,0.0,1.001617742468232,0.997875242255731
2024-11-20 02:29:00+00:00,92118.0234375,92118.0234375,92118.0234375,92118.0234375,92118.0234375,294912,0.00010322403347284848,slight_up,slight_down,slight_up,Hold,0.0,1.001617742468232,0.9979782469631393
2024-11-20 02:30:00+00:00,92092.140625,92092.140625,92092.140625,92092.140625,92092.140625,5414912,-0.00028097446660435565,slight_down,slight_up,slight_down,Hold,0.0,1.001617742468232,0.9976978405575161
2024-11-20 02:31:00+00:00,92009.2578125,92009.2578125,92009.2578125,92009.2578125,92009.2578125,13189120,-0.0008999987614306537,slight_down,slight_down,slight_up,Hold,0.0,1.001617742468232,0.9967999137367323
2024-11-20 02:32:00+00:00,91914.03125,91914.03125,91914.03125,91914.03125,91914.03125,3522560,-0.0010349671844332997,moderate_down,slight_down,slight_down,Hold,0.0,1.001617742468232,0.9957682585365688
2024-11-20 02:33:00+00:00,91879.46875,91879.46875,91879.46875,91879.46875,91879.46875,1097728,-0.00037603072708225493,slight_down,moderate_down,slight_down,Hold,0.0,1.001617742468232,0.9953938190743059
2024-11-20 02:34:00+00:00,91849.9765625,91849.9765625,91849.9765625,91849.9765625,91849.9765625,0,-0.00032098778868916433,slight_down,slight_down,moderate_down,Hold,0.0,1.001617742468232,0.9950743098134464
2024-11-20 02:35:00+00:00,91920.171875,91920.171875,91920.171875,91920.171875,91920.171875,0,0.0007642387633297609,slight_up,slight_down,slight_down,Hold,0.0,1.001617742468232,0.9958347841733994
2024-11-20 02:36:00+00:00,91972.4453125,91972.4453125,91972.4453125,91972.4453125,91972.4453125,0,0.0005686829825675144,slight_up,slight_up,slight_down,Hold,0.0,1.001617742468232,0.9964010984686077
2024-11-20 02:38:00+00:00,91830.3984375,91830.3984375,91830.3984375,91830.3984375,91830.3984375,14393344,-0.001544450346159243,moderate_down,slight_up,slight_up,Hold,0.0,1.001617742468232,0.9948622064471644
2024-11-20 02:39:00+00:00,91901.3984375,91901.3984375,91901.3984375,91901.3984375,91901.3984375,1056768,0.0007731644554316297,slight_up,moderate_down,slight_up,Buy,0.0007731644554316297,1.0023921577046382,0.9956313985432417
2024-11-20 02:40:00+00:00,91904.078125,91904.078125,91904.078125,91904.078125,91904.078125,0,2.915828861760339e-05,slight_up,slight_up,moderate_down,Hold,0.0,1.0023921577046382,0.9956604294509172
2024-11-20 02:41:00+00:00,91941.609375,91941.609375,91941.609375,91941.609375,91941.609375,24584192,0.0004083741523304152,slight_up,slight_up,slight_up,Hold,0.0,1.0023921577046382,0.9960670314348031
2024-11-20 02:42:00+00:00,91941.3125,91941.3125,91941.3125,91941.3125,91941.3125,4104192,-3.2289515271566316e-06,slight_down,slight_up,slight_up,Hold,0.0,1.0023921577046382,0.9960638151826409
2024-11-20 02:43:00+00:00,92037.40625,92037.40625,92037.40625,92037.40625,92037.40625,5529600,0.0010451640006770013,moderate_up,slight_down,slight_up,Hold,0.0,1.0023921577046382,0.9971048652246467
2024-11-20 02:44:00+00:00,91961.609375,91961.609375,91961.609375,91961.609375,91961.609375,5431296,-0.0008235442315064345,slight_down,moderate_up,slight_down,Sell,0.0008235442315064345,1.0032176719838233,0.9962837052646839
2024-11-20 02:45:00+00:00,92049.0234375,92049.0234375,92049.0234375,92049.0234375,92049.0234375,14483456,0.000950549507496623,slight_up,slight_down,moderate_up,Hold,0.0,1.0032176719838233,0.9972307222500502
2024-11-20 02:46:00+00:00,92075.0625,92075.0625,92075.0625,92075.0625,92075.0625,6504448,0.00028288255027142384,slight_up,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.9975128214199692
2024-11-20 02:47:00+00:00,92067.75,92067.75,92067.75,92067.75,92067.75,33021952,-7.941889803220192e-05,slight_down,slight_up,slight_up,Hold,0.0,1.0032176719838233,0.9974336000509191
2024-11-20 02:48:00+00:00,92082.828125,92082.828125,92082.828125,92082.828125,92082.828125,557056,0.00016377205916295878,slight_up,slight_down,slight_up,Hold,0.0,1.0032176719838233,0.9975969518054777
2024-11-20 02:50:00+00:00,92050.3984375,92050.3984375,92050.3984375,92050.3984375,92050.3984375,15523840,-0.00035217953401667224,slight_down,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.9972456185758544
2024-11-20 02:51:00+00:00,92028.859375,92028.859375,92028.859375,92028.859375,92028.859375,1425408,-0.0002339920615838098,slight_down,slight_down,slight_up,Hold,0.0,1.0032176719838233,0.9970122710176583
2024-11-20 02:52:00+00:00,91960.921875,91960.921875,91960.921875,91960.921875,91960.921875,573440,-0.000738219515719174,slight_down,slight_down,slight_down,Hold,0.0,1.0032176719838233,0.9962762571017816
2024-11-20 02:53:00+00:00,91975.59375,91975.59375,91975.59375,91975.59375,91975.59375,0,0.00015954467072365475,slight_up,slight_down,slight_down,Hold,0.0,1.0032176719838233,0.9964352076691707
2024-11-20 02:54:00+00:00,91948.578125,91948.578125,91948.578125,91948.578125,91948.578125,0,-0.0002937260190287727,slight_down,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.9961425287224019
2024-11-20 02:55:00+00:00,91920.9453125,91920.9453125,91920.9453125,91920.9453125,91920.9453125,0,-0.000300524630869603,slight_down,slight_down,slight_up,Hold,0.0,1.0032176719838233,0.9958431633566641
2024-11-20 02:56:00+00:00,91929.65625,91929.65625,91929.65625,91929.65625,91929.65625,0,9.476553434462076e-05,slight_up,slight_down,slight_down,Hold,0.0,1.0032176719838233,0.995937534966163
2024-11-20 02:57:00+00:00,91910.4453125,91910.4453125,91910.4453125,91910.4453125,91910.4453125,4702208,-0.00020897432105870806,slight_down,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.9957294095959766
2024-11-20 02:58:00+00:00,91905.7734375,91905.7734375,91905.7734375,91905.7734375,91905.7734375,0,-5.083072967515534e-05,slight_down,slight_down,slight_up,Hold,0.0,1.0032176719838233,0.9956787959435278
2024-11-20 02:59:00+00:00,91871.15625,91871.15625,91871.15625,91871.15625,91871.15625,0,-0.00037665955255294925,slight_down,slight_down,slight_down,Hold,0.0,1.0032176719838233,0.9953037640137613
2024-11-20 03:00:00+00:00,91911.34375,91911.34375,91911.34375,91911.34375,91911.34375,0,0.00043743326676581873,slight_up,slight_down,slight_down,Hold,0.0,1.0032176719838233,0.9957391429906781
2024-11-20 03:02:00+00:00,91857.6171875,91857.6171875,91857.6171875,91857.6171875,91857.6171875,0,-0.0005845476772283753,slight_down,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.9951570859875175
2024-11-20 03:03:00+00:00,91682.5234375,91682.5234375,91682.5234375,91682.5234375,91682.5234375,0,-0.0019061429564691812,moderate_down,slight_down,slight_up,Hold,0.0,1.0032176719838233,0.993260174317482
2024-11-20 03:05:00+00:00,91641.90625,91641.90625,91641.90625,91641.90625,91641.90625,59867136,-0.00044301995600815047,slight_down,moderate_down,slight_down,Hold,0.0,1.0032176719838233,0.9928201402387512
2024-11-20 03:06:00+00:00,91652.8125,91652.8125,91652.8125,91652.8125,91652.8125,14827520,0.00011900941879416926,slight_up,slight_down,moderate_down,Hold,0.0,1.0032176719838233,0.9929382951866081
2024-11-20 03:07:00+00:00,91703.6796875,91703.6796875,91703.6796875,91703.6796875,91703.6796875,10002432,0.0005549986532056295,slight_up,slight_up,slight_down,Hold,0.0,1.0032176719838233,0.993489374603153
2024-11-20 03:08:00+00:00,91715.8984375,91715.8984375,91715.8984375,91715.8984375,91715.8984375,32260096,0.00013324165444217329,slight_up,slight_up,slight_up,Hold,0.0,1.0032176719838233,0.9936217487710959
